item,recipe,cell,refit_date,seed,epoch,train_loss,val_ic
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,8,0.33098,0.00926
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,9,0.33039,0.02043
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,10,0.32981,0.02489
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,11,0.32927,-0.02703
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,12,0.32855,0.0201
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,13,0.32862,0.04316
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,14,0.32798,0.04812
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,15,0.32756,0.04216
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,16,0.32731,0.03531
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,17,0.32777,0.02101
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,18,0.32723,0.01637
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,19,0.32657,0.02126
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,20,0.32593,0.00972
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,21,0.32543,0.01907
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,22,0.32516,0.01989
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,23,0.32484,0.00567
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,1,24,0.32422,0.01106
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,0,0.33623,-0.08208
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,1,0.33401,-0.08228
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,2,0.33346,-0.05702
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,3,0.33291,-0.01986
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,4,0.33207,0.0099
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,5,0.33098,-0.02829
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,6,0.33038,0.03999
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,7,0.3298,-0.01997
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,8,0.32953,0.02266
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,9,0.32923,-0.00801
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,10,0.32871,-0.01665
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,11,0.32861,0.00446
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,12,0.32804,-0.02269
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,13,0.32776,0.00862
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,14,0.32726,0.0145
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,15,0.3265,0.01147
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-01-03,2,16,0.32675,0.00585
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,0,0.33417,-0.07603
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,1,0.3331,-0.05465
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,2,0.33292,0.01265
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,3,0.33269,0.0126
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,4,0.33252,0.01184
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,5,0.33211,0.01057
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,6,0.33188,0.01412
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,7,0.33166,0.05394
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,8,0.33151,0.00027
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,9,0.33108,-0.02404
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,10,0.33089,-0.00771
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,11,0.33117,-0.0255
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,12,0.33056,-0.01758
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,13,0.33044,-0.04759
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,14,0.33019,-0.02181
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,15,0.33022,0.03692
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,16,0.32974,0.00019
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,0,17,0.32955,0.00412
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,0,0.33548,-0.01315
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,1,0.33332,0.03185
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,2,0.33321,0.03527
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,3,0.33267,0.03689
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,4,0.3323,0.06255
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,5,0.33175,0.10563
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,6,0.3311,0.09183
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,7,0.33084,0.09801
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,8,0.33018,0.09616
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,9,0.32979,0.07267
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,10,0.32936,0.09064
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,11,0.32908,0.09495
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,12,0.32868,0.08764
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,13,0.32821,0.04457
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,14,0.3281,0.06271
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,1,15,0.32812,0.05042
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,0,0.33589,0.02132
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,1,0.33384,0.02845
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,2,0.33351,0.0579
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,3,0.33277,0.09655
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,4,0.33213,0.10895
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,5,0.33118,0.08447
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,6,0.33047,0.09226
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,7,0.33001,0.07126
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,8,0.32938,0.0588
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,9,0.32917,0.05334
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,10,0.3291,0.05361
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,11,0.32871,0.06167
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,12,0.32812,0.05701
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,13,0.32808,0.06194
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2023-07-20,2,14,0.32747,0.04568
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,0,0.33423,-0.02918
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,1,0.33309,0.05041
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,2,0.33286,0.05947
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,3,0.33263,0.05489
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,4,0.33228,0.04769
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,5,0.3318,0.0377
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,6,0.33163,0.03033
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,7,0.33122,-0.02975
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,8,0.331,-0.02163
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,9,0.33095,-0.01813
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,10,0.33057,-0.03714
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,11,0.33047,-0.02742
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,0,12,0.3304,-0.01336
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,1,0,0.33543,0.05207
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,1,1,0.33349,0.05042
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,1,2,0.33281,0.04277
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,1,3,0.33254,0.04064
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,1,4,0.33208,0.02065
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,1,5,0.33102,0.00435
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,1,6,0.33005,0.04233
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,1,7,0.32974,0.02817
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,1,8,0.32916,0.03466
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,1,9,0.3291,0.052
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,1,10,0.32857,0.0229
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,2,0,0.33579,0.04516
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,2,1,0.33365,0.03985
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,2,2,0.33288,0.01815
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,2,3,0.33207,0.03285
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,2,4,0.33122,0.03669
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,2,5,0.33017,0.03165
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,2,6,0.32966,0.0393
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,2,7,0.32901,-0.00878
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,2,8,0.32891,0.01206
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,2,9,0.32847,-0.01592
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-01-19,2,10,0.32808,0.01576
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,0,0,0.33421,0.08596
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,0,1,0.33294,0.04864
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,0,2,0.33257,0.03017
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,0,3,0.33219,0.0148
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,0,4,0.33195,0.00525
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,0,5,0.33165,-0.06014
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,0,6,0.33134,-0.05899
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,0,7,0.33109,-0.05101
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,0,8,0.33077,-0.04668
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,0,9,0.3304,-0.01658
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,0,10,0.32976,-0.03813
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,0,0.33534,0.03866
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,1,0.33321,0.02276
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,2,0.33253,0.01813
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,3,0.3321,0.00368
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,4,0.33179,-0.0275
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,5,0.33095,-0.01751
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,6,0.33035,-0.00189
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,7,0.33,0.00395
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,8,0.3296,0.03999
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,9,0.32921,0.01355
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,10,0.32889,0.04905
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,11,0.32803,0.04061
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,12,0.32799,0.03683
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,13,0.32745,0.03591
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,14,0.32685,0.03601
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,15,0.32683,0.0405
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,16,0.32635,0.01412
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,17,0.32604,0.02324
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,18,0.32533,0.02412
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,19,0.32527,0.04646
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,1,20,0.3249,0.04535
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,0,0.33558,0.03563
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,1,0.33355,0.0186
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,2,0.33288,-0.02131
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,3,0.33229,-0.02895
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,4,0.33112,-0.0266
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,5,0.33066,-0.02863
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,6,0.33014,-0.01484
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,7,0.32976,0.00744
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,8,0.32951,0.02963
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,9,0.32924,0.02697
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,10,0.32872,0.03739
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,11,0.32829,0.03108
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,12,0.32776,0.03679
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,13,0.32741,0.05027
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,14,0.32683,0.04765
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,15,0.32672,0.02848
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,16,0.32616,0.05046
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,17,0.32542,0.03905
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,18,0.32519,0.05164
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,19,0.32457,0.04577
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,20,0.32401,0.049
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,21,0.32342,0.03993
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,22,0.32297,0.04842
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,23,0.32241,0.04417
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,24,0.32186,0.04877
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,25,0.32162,0.05071
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,26,0.32112,0.05376
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,27,0.32019,0.05436
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,28,0.32005,0.03743
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,29,0.31932,0.04709
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,30,0.31873,0.04359
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,31,0.31765,0.02851
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,32,0.31693,0.03329
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,33,0.31642,0.03989
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,34,0.31541,0.03766
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,35,0.31489,0.03727
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,36,0.31409,0.03564
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2024-08-02,2,37,0.31328,0.02892
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,0,0,0.33404,0.05448
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,0,1,0.33302,0.03432
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,0,2,0.33284,0.02734
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,0,3,0.33277,0.03006
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,0,4,0.33261,0.03399
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,0,5,0.33226,0.04106
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,0,6,0.33203,0.02272
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,0,7,0.33172,0.02981
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,0,8,0.33132,0.02129
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,0,9,0.3311,0.02744
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,0,10,0.33089,0.03224
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,1,0,0.33471,0.02225
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,1,1,0.33324,0.02826
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,1,2,0.33281,-0.00431
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,1,3,0.33221,-0.07143
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,1,4,0.33174,-0.09463
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,1,5,0.33098,-0.10213
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,1,6,0.33058,-0.08138
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,1,7,0.33022,-0.04281
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,1,8,0.32971,-0.07182
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,1,9,0.32927,0.00957
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,1,10,0.32892,-0.01814
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,1,11,0.32849,0.01941
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,2,0,0.33578,0.0385
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,2,1,0.33361,0.01359
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,2,2,0.33299,-0.04772
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,2,3,0.33239,-0.10443
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,2,4,0.33165,-0.09519
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,2,5,0.33091,-0.08225
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,2,6,0.3303,-0.06956
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,2,7,0.32991,-0.04598
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,2,8,0.32934,-0.05766
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,2,9,0.32894,-0.06202
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-02-13,2,10,0.32855,-0.0175
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,0,0.3339,0.01031
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,1,0.33294,0.00592
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,2,0.3328,0.00534
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,3,0.33248,0.00783
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,4,0.33214,0.01236
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,5,0.33203,0.01366
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,6,0.33151,-0.00115
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,7,0.33167,-0.03721
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,8,0.33102,-0.00402
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,9,0.33077,-0.03952
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,10,0.33051,-0.0469
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,11,0.33022,-0.04496
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,12,0.33016,-0.02694
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,13,0.33059,-0.05511
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,14,0.32983,-0.03945
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,0,15,0.32961,-0.01208
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,1,0,0.33486,0.01689
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,1,1,0.33314,0.01591
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,1,2,0.33275,0.01515
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,1,3,0.33228,0.00184
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,1,4,0.33196,-0.02299
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,1,5,0.33152,-0.05337
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,1,6,0.33123,-0.0496
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,1,7,0.33098,-0.00702
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,1,8,0.33035,-0.02983
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,1,9,0.32984,-0.00176
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,1,10,0.32959,-0.01574
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,2,0,0.33573,0.01285
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,2,1,0.3336,0.02658
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,2,2,0.33317,0.00433
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,2,3,0.33261,-0.02254
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,2,4,0.332,-0.02896
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,2,5,0.33131,-0.03451
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,2,6,0.33069,-0.05374
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,2,7,0.33042,-0.04577
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,2,8,0.32983,-0.01327
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,2,9,0.32915,-0.00181
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,2,10,0.32875,0.00214
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2025-08-15,2,11,0.32827,0.00625
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2026-02-26,0,0,0.33384,-0.02243
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2026-02-26,0,1,0.33287,0.0352
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2026-02-26,0,2,0.33274,-0.0096
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2026-02-26,0,3,0.33258,0.06208
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2026-02-26,0,4,0.33238,0.05801
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2026-02-26,0,5,0.33206,0.05412
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2026-02-26,0,6,0.3317,0.02085
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2026-02-26,0,7,0.33151,0.01652
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2026-02-26,0,8,0.33114,0.03281
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2026-02-26,0,9,0.33094,0.00963
P2E_Wall_baseline_E100p10,Wall_baseline,E100p10,2026-02-26,0,10,0.33069,0.0125
